Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),rain (mm),raining (s),SWDR (W/m²),PAR (µmol/m²/s),max. PAR (µmol/m²/s),Tlog (degC),CO2 (ppm),Rain_Rate (mm/h),Rain_Type_Cloudburst,Rain_Type_Heavy_Rain,Rain_Type_Moderate_Rain,Rain_Type_No_Rain,Rain_Type_Shower,Rain_Type_Very_Heavy_Rain,Rain_Type_Weak_Rain
2024-01-03 12:00:00,-2.26426424850811,-0.20970644116790296,0.015656163098087997,-0.22144198977912322,-0.09138034409647038,-0.39101909794935935,-0.38525875394392445,-0.2740451823349306,-0.3401269126900339,-0.3389974092345433,-0.50207682823499,1.5501563597165353,1.7904021724611023,0.43042398719867647,0.17010313202208746,-0.09065680114379628,-0.23225461193238536,-0.24317594099187403,-0.1916095670695115,-0.340057012927823,-0.6319451396973458,1.313798552136227,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-01-03 18:00:00,-2.3253918604998884,-0.3535999987566923,-0.1198488197786342,-0.30990708639106257,0.08530473105150199,-0.5033722810238791,-0.4623268298080573,-0.38221556464601897,-0.4173583876930866,-0.41605874164776024,-0.3947947301009819,1.1850257916828677,1.165927471530644,0.3785538752192202,-0.2459253962122331,-0.29156238806952073,-0.7267379050283311,-0.7280102703648494,-0.7222538248967034,-0.5062048939219141,-0.5815509398096493,-0.21614691913309003,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-01-04 00:00:00,-2.2204920376999047,-0.42513687517004367,-0.20043624871326537,-0.39003587369302023,0.10697109836830464,-0.5564872395748353,-0.5316943586930768,-0.40442815072100025,-0.48957866011960516,-0.48904797803273653,-0.2990676278160757,0.4999833717956271,0.825544391871613,0.49954025316115,-0.2459253962122331,0.22602488672217622,-0.7267379050283311,-0.7280102703648494,-0.7222538248967034,-0.5715443318143922,-0.5977490754878362,-0.21614691913309003,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-01-04 06:00:00,-1.7786967232176039,-0.48922422135400306,-0.3070756482086656,-0.39108360655711616,0.2748981501364572,-0.602779130327744,-0.5323830254960867,-0.4759777830165789,-0.49930628865052396,-0.4981793448839426,-0.11160800746373839,0.43828306747512313,1.087313538265198,0.902038279451822,0.2394412200611408,0.4677926269209293,-0.6172220839583135,-0.6087886476753155,-0.5990085451005095,-0.6101198620225952,-0.5283752418762039,0.3690781245218398,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-01-04 12:00:00,-1.324475177615788,-0.6133711772821062,-0.4732177484648472,-0.32890293875315274,0.7655676804970506,-0.6876650917537123,-0.4798565302483148,-0.6542788117806182,-0.4550897953281656,-0.4542500665186819,0.12936046194124562,0.10210092989319874,0.4496671906676893,1.1960127973455421,0.8634840124126215,0.9002504157271499,-0.555942543835235,-0.5439379075246008,-0.527473597591917,-0.6507777881092941,-0.47961721730953955,0.6636060921987721,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-01-04 18:00:00,-1.0005372048443317,-0.7487815377675683,-0.6372409551154125,-0.3685801267804436,1.0869210722091336,-0.7750353496599958,-0.5122864760627913,-0.7623400413345813,-0.49390205057779135,-0.49293497878696607,0.3470188531398086,-0.6440078870783762,-0.5397314473961988,0.2982210266662655,0.586131660256408,1.1215870792893887,-0.7267379050283311,-0.7280102703648494,-0.7222538248967034,-0.6872709224390008,-0.3542861877187092,0.34530096023179685,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-01-05 00:00:00,-1.0560272630502874,-0.983958573430395,-0.8624341886426607,-0.6439061020237815,1.15044638685965,-0.913561121006001,-0.7352267020190679,-0.7840068636239365,-0.7161636236781791,-0.7164066729428284,0.5499208643578979,-0.5582191077834289,-0.6065602231174427,0.15365173994450457,-0.2459253962122331,-0.36307115629732095,-0.7267379050283311,-0.7280102703648494,-0.7222538248967034,-0.9005287429793934,-0.19819506209253054,-0.21614691913309003,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-01-05 06:00:00,-1.2962874086866871,-0.8077718369524696,-0.6666275779079563,-0.5378117611333557,0.8779990173865125,-0.8070162930826399,-0.6524614735118515,-0.6898626106034383,-0.6294010378923074,-0.6286715130616476,0.3176633040067507,-0.005874602667683359,-0.03657454471488601,-0.14089326141430292,-0.2459253962122331,-0.23367433759939676,-0.3658429071090843,-0.38489379634192994,-0.3204131316926062,-0.7757215408190482,0.14785601830512515,-0.21614691913309003,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-01-05 12:00:00,-1.394841293979095,-0.5101827083151643,-0.36501523073580255,-0.5010500036844191,0.0939102936761581,-0.6166701965627438,-0.62309922527442,-0.4187271619044034,-0.5977616804483088,-0.5972053164797898,0.026573164295229712,0.6280326335018788,0.41611415389478285,0.12267009945592962,-0.2459253962122331,-0.36307115629732095,-0.3739463251605648,-0.3707400446694713,-0.38852835782746953,-0.4883509095866131,-0.33514293646266596,-0.21614691913309003,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-01-05 18:00:00,-1.2593038752121986,-0.8289441860254795,-0.691046958313581,-0.6096953463309049,0.7538790226013556,-0.8217471215081686,-0.7084939088476748,-0.6641571363004501,-0.6861946670930251,-0.6858659527310252,0.3501773615908295,-0.5003222468799421,-0.6575830228382261,0.08615915769035597,-0.2459253962122331,-0.36307115629732095,-0.7267379050283311,-0.7280102703648494,-0.7222538248967034,-0.7929951853193589,0.11333271903141119,-0.21614691913309003,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-01-06 00:00:00,-1.1383473547185836,-1.3067121438952172,-1.1711674077680931,-1.0034606888198878,1.2841036488843374,-1.077909579710772,-0.9871535397747702,-0.8206821900180089,-0.9678046001194229,-0.9688766266937361,0.828491305412868,-0.8045977202413319,-0.8687453162478815,0.19337055411760629,-0.2459253962122331,-0.36307115629732095,-0.7267379050283311,-0.7280102703648494,-0.7222538248967034,-1.10371596050083,0.7604400584984241,-0.21614691913309003,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-01-06 06:00:00,-0.8611331915960807,-1.4388789290176422,-1.3269581917214643,-1.1659048363575686,1.3007049311130061,-1.1405768331789952,-1.09464816711735,-0.8247754184102044,-1.0796231987879648,-1.080735870621008,1.0393539012790185,-1.1574727483757217,-1.2203589578019765,0.19509078118156112,-0.2459253962122331,0.06257627363006137,-0.60025939074989,-0.5945896091731426,-0.5872352252504406,-1.166324387405117,1.2521107424676705,-0.21614691913309003,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-01-06 12:00:00,-0.6537538570455275,-0.9574040278758624,-0.8750086064333233,-0.7162907768519855,0.882284858614934,-0.8984454015764799,-0.7889427126538573,-0.7136579116567352,-0.7766910900927853,-0.7771796212430838,0.6516934375694236,-0.9675118799369093,-1.0377583403229766,-0.7444516024733965,-0.2459253962122331,-0.36307115629732095,-0.37674929525998857,-0.36694646398752045,-0.3775959422488022,-0.7211695963299264,0.9086775425836567,-0.21614691913309003,0.0,0.0,0.0,1.0,0.0,0.0,0.0
